PriLevel,SecLevel,ThirdLevel,Trigger,Sync,Cycle,RefTime,ToothTime,Time
Flag,Flag,Flag,Flag,Flag,Flag,ms,ms,ms
0.000,0.000,1.000,0.000,1.000,0.000,96305.180,0.480,96305.180
1.000,0.000,1.000,0.000,1.000,0.000,96359.234,54.056,96359.234
0.000,0.000,1.000,0.000,1.000,0.000,96359.703,0.468,96359.703
1.000,0.000,1.000,0.000,1.000,0.000,96413.766,54.064,96413.766
0.000,0.000,1.000,0.000,1.000,0.000,96414.250,0.480,96414.250
1.000,0.000,1.000,0.000,1.000,0.000,96468.344,54.092,96468.344
0.000,0.000,1.000,0.000,1.000,0.000,96468.805,0.468,96468.805
1.000,0.000,1.000,0.000,1.000,0.000,96522.922,54.112,96522.922
0.000,0.000,1.000,0.000,1.000,0.000,96523.461,0.544,96523.461
1.000,0.000,1.000,0.000,1.000,0.000,96577.492,54.032,96577.492
0.000,0.000,1.000,0.000,1.000,0.000,96577.961,0.468,96577.961
1.000,0.000,1.000,0.000,1.000,0.000,96632.102,54.136,96632.102
0.000,0.000,1.000,0.000,1.000,0.000,96632.578,0.480,96632.578
1.000,0.000,1.000,0.000,1.000,0.000,96686.727,54.144,96686.727
0.000,0.000,1.000,0.000,1.000,0.000,96687.211,0.484,96687.211
1.000,0.000,1.000,0.000,1.000,0.000,96741.352,54.140,96741.352
0.000,0.000,1.000,0.000,1.000,0.000,96741.828,0.480,96741.828
1.000,0.000,1.000,0.000,1.000,0.000,96796.000,54.172,96796.000
0.000,0.000,1.000,0.000,1.000,0.000,96796.469,0.472,96796.469
1.000,0.000,1.000,0.000,1.000,0.000,96850.672,54.196,96850.672
0.000,0.000,1.000,0.000,1.000,0.000,96851.148,0.480,96851.148
1.000,0.000,1.000,0.000,1.000,0.000,96905.313,54.168,96905.313
0.000,0.000,1.000,0.000,1.000,0.000,96905.781,0.468,96905.781
1.000,0.000,1.000,0.000,1.000,0.000,96959.992,54.212,96959.992
0.000,0.000,1.000,0.000,1.000,0.000,96960.477,0.484,96960.477
1.000,0.000,1.000,0.000,1.000,0.000,97014.680,54.200,97014.680
1.000,0.000,1.000,0.000,1.000,0.000,97288.297,273.620,97288.297
0.000,0.000,1.000,0.000,1.000,0.000,97288.773,0.472,97288.773
1.000,0.000,1.000,0.000,1.000,0.000,97345.727,56.956,97345.727
0.000,0.000,1.000,0.000,1.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
0.000,0.000,0.000,0.000,0.000,0.000,97346.195,0.464,97346.195
MARK 001
1.000,0.000,1.000,0.000,1.000,0.000,97452.523,106.328,97452.523
0.000,0.000,1.000,0.000,1.000,0.000,97453.008,0.488,97453.008
1.000,0.000,1.000,0.000,1.000,0.000,97510.703,57.692,97510.703
0.000,0.000,1.000,0.000,1.000,0.000,97511.172,0.468,97511.172
1.000,0.000,1.000,0.000,1.000,0.000,97561.953,50.784,97561.953
0.000,0.000,1.000,0.000,1.000,0.000,97562.438,0.484,97562.438
1.000,0.000,1.000,0.000,1.000,0.000,97616.648,54.212,97616.648
0.000,0.000,1.000,0.000,1.000,0.000,97617.133,0.484,97617.133
1.000,0.000,1.000,0.000,1.000,0.000,97675.367,58.236,97675.367
0.000,0.000,1.000,0.000,1.000,0.000,97675.836,0.468,97675.836
1.000,0.000,1.000,0.000,1.000,0.000,97726.047,50.212,97726.047
0.000,0.000,1.000,0.000,1.000,0.000,97726.531,0.484,97726.531
1.000,0.000,1.000,0.000,1.000,0.000,97780.750,54.216,97780.750
0.000,0.000,1.000,0.000,1.000,0.000,97781.227,0.480,97781.227
1.000,0.000,1.000,0.000,1.000,0.000,97837.648,56.420,97837.648
0.000,0.000,1.000,0.000,1.000,0.000,97838.117,0.468,97838.117
1.000,0.000,1.000,0.000,1.000,0.000,97890.094,51.980,97890.094
0.000,0.000,1.000,0.000,1.000,0.000,97890.578,0.480,97890.578
1.000,0.000,1.000,0.000,1.000,0.000,97944.742,54.168,97944.742
0.000,0.000,1.000,0.000,1.000,0.000,97945.234,0.488,97945.234
1.000,0.000,1.000,0.000,1.000,0.000,98002.070,56.840,98002.070
0.000,0.000,1.000,0.000,1.000,0.000,98002.539,0.468,98002.539
1.000,0.000,1.000,0.000,1.000,0.000,98054.047,51.504,98054.047
0.000,0.000,1.000,0.000,1.000,0.000,98054.539,0.496,98054.539
1.000,0.000,1.000,0.000,1.000,0.000,98108.680,54.140,98108.680
0.000,0.000,1.000,0.000,1.000,0.000,98109.156,0.480,98109.156
1.000,0.000,1.000,0.000,1.000,0.000,98163.547,54.388,98163.547
0.000,0.000,1.000,0.000,1.000,0.000,98164.016,0.468,98164.016
1.000,0.000,1.000,0.000,1.000,0.000,98217.914,53.900,98217.914
0.000,0.000,1.000,0.000,1.000,0.000,98218.398,0.480,98218.398
1.000,0.000,1.000,0.000,1.000,0.000,98272.492,54.096,98272.492
0.000,0.000,1.000,0.000,1.000,0.000,98272.977,0.488,98272.977
1.000,0.000,1.000,0.000,1.000,0.000,98329.664,56.684,98329.664
0.000,0.000,1.000,0.000,1.000,0.000,98330.133,0.472,98330.133
1.000,0.000,1.000,0.000,1.000,0.000,98381.664,51.528,98381.664
0.000,0.000,1.000,0.000,1.000,0.000,98382.148,0.488,98382.148
1.000,0.000,1.000,0.000,1.000,0.000,98436.250,54.096,98436.250
0.000,0.000,1.000,0.000,1.000,0.000,98436.727,0.480,98436.727
1.000,0.000,1.000,0.000,1.000,0.000,98493.453,56.728,98493.453
0.000,0.000,1.000,0.000,1.000,0.000,98493.938,0.480,98493.938
1.000,0.000,1.000,0.000,1.000,0.000,98545.391,51.456,98545.391
0.000,0.000,1.000,0.000,1.000,0.000,98545.875,0.480,98545.875
1.000,0.000,1.000,0.000,1.000,0.000,98599.961,54.092,98599.961
0.000,0.000,1.000,0.000,1.000,0.000,98600.445,0.480,98600.445
1.000,0.000,1.000,0.000,1.000,0.000,98654.523,54.080,98654.523
0.000,0.000,1.000,0.000,1.000,0.000,98654.992,0.468,98654.992
1.000,0.000,1.000,0.000,1.000,0.000,98709.094,54.100,98709.094
0.000,0.000,1.000,0.000,1.000,0.000,98709.578,0.484,98709.578
1.000,0.000,1.000,0.000,1.000,0.000,98763.695,54.120,98763.695
0.000,0.000,1.000,0.000,1.000,0.000,98764.172,0.476,98764.172
1.000,0.000,1.000,0.000,1.000,0.000,98821.422,57.248,98821.422
0.000,0.000,1.000,0.000,1.000,0.000,98821.898,0.480,98821.898
1.000,0.000,1.000,0.000,1.000,0.000,98872.875,50.976,98872.875
0.000,0.000,1.000,0.000,1.000,0.000,98873.367,0.488,98873.367
1.000,0.000,1.000,0.000,1.000,0.000,98927.469,54.104,98927.469
0.000,0.000,1.000,0.000,1.000,0.000,98927.945,0.480,98927.945
1.000,0.000,1.000,0.000,1.000,0.000,98982.063,54.112,98982.063
0.000,0.000,1.000,0.000,1.000,0.000,98982.547,0.484,98982.547
1.000,0.000,1.000,0.000,1.000,0.000,99036.648,54.104,99036.648
0.000,0.000,1.000,0.000,1.000,0.000,99037.133,0.484,99037.133
1.000,0.000,1.000,0.000,1.000,0.000,99091.281,54.148,99091.281
0.000,0.000,1.000,0.000,1.000,0.000,99091.750,0.472,99091.750
1.000,0.000,1.000,0.000,1.000,0.000,99145.906,54.156,99145.906
0.000,0.000,1.000,0.000,1.000,0.000,99146.391,0.480,99146.391
1.000,0.000,1.000,0.000,1.000,0.000,99200.531,54.144,99200.531
0.000,0.000,1.000,0.000,1.000,0.000,99201.023,0.488,99201.023
1.000,0.000,1.000,0.000,1.000,0.000,99255.203,54.184,99255.203
0.000,0.000,1.000,0.000,1.000,0.000,99255.688,0.480,99255.688
1.000,0.000,1.000,0.000,1.000,0.000,99309.875,54.188,99309.875
0.000,0.000,1.000,0.000,1.000,0.000,99310.359,0.484,99310.359
1.000,0.000,1.000,0.000,1.000,0.000,99364.523,54.164,99364.523
0.000,0.000,1.000,0.000,1.000,0.000,99365.000,0.480,99365.000
1.000,0.000,1.000,0.000,1.000,0.000,99419.234,54.232,99419.234
0.000,0.000,1.000,0.000,1.000,0.000,99419.719,0.484,99419.719
1.000,0.000,1.000,0.000,1.000,0.000,99477.961,58.248,99477.961
0.000,0.000,1.000,0.000,1.000,0.000,99478.445,0.480,99478.445
1.000,0.000,1.000,0.000,1.000,0.000,99528.609,50.168,99528.609
0.000,0.000,1.000,0.000,1.000,0.000,99529.102,0.488,99529.102
1.000,0.000,1.000,0.000,1.000,0.000,99583.289,54.192,99583.289
0.000,0.000,1.000,0.000,1.000,0.000,99583.773,0.484,99583.773
1.000,0.000,1.000,0.000,1.000,0.000,99637.984,54.208,99637.984
0.000,0.000,1.000,0.000,1.000,0.000,99642.586,4.604,99642.586
1.000,0.000,1.000,0.000,1.000,0.000,99692.656,50.072,99692.656
0.000,0.000,1.000,0.000,1.000,0.000,99693.148,0.488,99693.148
1.000,0.000,1.000,0.000,1.000,0.000,99747.328,54.180,99747.328
0.000,0.000,1.000,0.000,1.000,0.000,99747.813,0.484,99747.813
1.000,0.000,1.000,0.000,1.000,0.000,99802.031,54.216,99802.031
0.000,0.000,1.000,0.000,1.000,0.000,99802.492,0.468,99802.492
1.000,0.000,1.000,0.000,1.000,0.000,99856.703,54.208,99856.703
0.000,0.000,1.000,0.000,1.000,0.000,99857.203,0.496,99857.203
1.000,0.000,1.000,0.000,1.000,0.000,99911.383,54.180,99911.383
0.000,0.000,1.000,0.000,1.000,0.000,99911.867,0.488,99911.867
1.000,0.000,1.000,0.000,1.000,0.000,99966.055,54.184,99966.055
0.000,0.000,1.000,0.000,1.000,0.000,99966.531,0.480,99966.531
1.000,0.000,1.000,0.000,1.000,0.000,100020.727,54.196,100020.727
0.000,0.000,1.000,0.000,1.000,0.000,100021.219,0.488,100021.219
1.000,0.000,1.000,0.000,1.000,0.000,100075.453,54.240,100075.453
0.000,0.000,1.000,0.000,1.000,0.000,100075.938,0.480,100075.938
1.000,0.000,1.000,0.000,1.000,0.000,100133.734,57.796,100133.734
0.000,0.000,1.000,0.000,1.000,0.000,100134.203,0.468,100134.203
1.000,0.000,1.000,0.000,1.000,0.000,100184.867,50.668,100184.867
0.000,0.000,1.000,0.000,1.000,0.000,100185.344,0.472,100185.344
1.000,0.000,1.000,0.000,1.000,0.000,100239.563,54.224,100239.563
0.000,0.000,1.000,0.000,1.000,0.000,100240.047,0.480,100240.047
1.000,0.000,1.000,0.000,1.000,0.000,100294.266,54.220,100294.266
0.000,0.000,1.000,0.000,1.000,0.000,100294.750,0.484,100294.750
1.000,0.000,1.000,0.000,1.000,0.000,100348.961,54.216,100348.961
0.000,0.000,1.000,0.000,1.000,0.000,100349.445,0.480,100349.445
1.000,0.000,1.000,0.000,1.000,0.000,100403.648,54.208,100403.648
0.000,0.000,1.000,0.000,1.000,0.000,100404.125,0.472,100404.125
1.000,0.000,1.000,0.000,1.000,0.000,100460.438,56.312,100460.438
0.000,0.000,1.000,0.000,1.000,0.000,100460.922,0.484,100460.922
1.000,0.000,1.000,0.000,1.000,0.000,100513.016,52.096,100513.016
0.000,0.000,1.000,0.000,1.000,0.000,100513.492,0.480,100513.492
1.000,0.000,1.000,0.000,1.000,0.000,100567.680,54.180,100567.680
0.000,0.000,1.000,0.000,1.000,0.000,100568.164,0.488,100568.164
1.000,0.000,1.000,0.000,1.000,0.000,100622.352,54.184,100622.352
0.000,0.000,1.000,0.000,1.000,0.000,100622.828,0.480,100622.828
1.000,0.000,1.000,0.000,1.000,0.000,100677.000,54.172,100677.000
0.000,0.000,1.000,0.000,1.000,0.000,100677.523,0.524,100677.523
1.000,0.000,1.000,0.000,1.000,0.000,100731.703,54.176,100731.703
0.000,0.000,1.000,0.000,1.000,0.000,100732.188,0.484,100732.188
1.000,0.000,1.000,0.000,1.000,0.000,100786.398,54.216,100786.398
0.000,0.000,1.000,0.000,1.000,0.000,100786.867,0.468,100786.867
1.000,0.000,1.000,0.000,1.000,0.000,100841.094,54.224,100841.094
0.000,0.000,1.000,0.000,1.000,0.000,100841.578,0.484,100841.578
1.000,0.000,1.000,0.000,1.000,0.000,100895.805,54.228,100895.805
1.000,0.000,1.000,0.000,1.000,0.000,101169.945,274.140,101169.945
0.000,0.000,1.000,0.000,1.000,0.000,101170.422,0.476,101170.422
1.000,0.000,1.000,0.000,1.000,0.000,101224.859,54.436,101224.859
0.000,0.000,1.000,0.000,1.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
