PriLevel,SecLevel,ThirdLevel,Trigger,Sync,Cycle,RefTime,ToothTime,Time
Flag,Flag,Flag,Flag,Flag,Flag,ms,ms,ms
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
0.000,0.000,0.000,0.000,0.000,0.000,101225.336,0.480,101225.336
MARK 002
1.000,0.000,1.000,0.000,1.000,0.000,101334.555,109.220,101334.555
0.000,0.000,1.000,0.000,1.000,0.000,101335.023,0.468,101335.023
1.000,0.000,1.000,0.000,1.000,0.000,101389.352,54.324,101389.352
0.000,0.000,1.000,0.000,1.000,0.000,101389.828,0.480,101389.828
1.000,0.000,1.000,0.000,1.000,0.000,101444.148,54.324,101444.148
0.000,0.000,1.000,0.000,1.000,0.000,101444.617,0.468,101444.617
1.000,0.000,1.000,0.000,1.000,0.000,101498.945,54.324,101498.945
0.000,0.000,1.000,0.000,1.000,0.000,101499.414,0.472,101499.414
1.000,0.000,1.000,0.000,1.000,0.000,101553.727,54.308,101553.727
0.000,0.000,1.000,0.000,1.000,0.000,101554.211,0.484,101554.211
1.000,0.000,1.000,0.000,1.000,0.000,101608.531,54.324,101608.531
0.000,0.000,1.000,0.000,1.000,0.000,101609.000,0.468,101609.000
1.000,0.000,1.000,0.000,1.000,0.000,101663.320,54.324,101663.320
0.000,0.000,1.000,0.000,1.000,0.000,101663.828,0.508,101663.828
1.000,0.000,1.000,0.000,1.000,0.000,101718.117,54.284,101718.117
0.000,0.000,1.000,0.000,1.000,0.000,101718.594,0.480,101718.594
1.000,0.000,1.000,0.000,1.000,0.000,101772.922,54.328,101772.922
0.000,0.000,1.000,0.000,1.000,0.000,101773.406,0.484,101773.406
1.000,0.000,1.000,0.000,1.000,0.000,101827.719,54.308,101827.719
0.000,0.000,1.000,0.000,1.000,0.000,101828.188,0.468,101828.188
1.000,0.000,1.000,0.000,1.000,0.000,101882.508,54.324,101882.508
0.000,0.000,1.000,0.000,1.000,0.000,101882.984,0.480,101882.984
1.000,0.000,1.000,0.000,1.000,0.000,101937.297,54.312,101937.297
0.000,0.000,1.000,0.000,1.000,0.000,101937.766,0.468,101937.766
1.000,0.000,1.000,0.000,1.000,0.000,101992.086,54.320,101992.086
0.000,0.000,1.000,0.000,1.000,0.000,101992.578,0.488,101992.578
1.000,0.000,1.000,0.000,1.000,0.000,102046.883,54.308,102046.883
0.000,0.000,1.000,0.000,1.000,0.000,102047.367,0.484,102047.367
1.000,0.000,1.000,0.000,1.000,0.000,102101.695,54.324,102101.695
0.000,0.000,1.000,0.000,1.000,0.000,102102.156,0.468,102102.156
1.000,0.000,1.000,0.000,1.000,0.000,102156.484,54.324,102156.484
0.000,0.000,1.000,0.000,1.000,0.000,102156.953,0.468,102156.953
1.000,0.000,1.000,0.000,1.000,0.000,102211.273,54.324,102211.273
0.000,0.000,1.000,0.000,1.000,0.000,102211.758,0.480,102211.758
1.000,0.000,1.000,0.000,1.000,0.000,102266.086,54.328,102266.086
0.000,0.000,1.000,0.000,1.000,0.000,102266.570,0.484,102266.570
1.000,0.000,1.000,0.000,1.000,0.000,102320.875,54.308,102320.875
0.000,0.000,1.000,0.000,1.000,0.000,102321.352,0.472,102321.352
1.000,0.000,1.000,0.000,1.000,0.000,102375.672,54.320,102375.672
0.000,0.000,1.000,0.000,1.000,0.000,102376.148,0.484,102376.148
1.000,0.000,1.000,0.000,1.000,0.000,102430.461,54.308,102430.461
0.000,0.000,1.000,0.000,1.000,0.000,102430.930,0.468,102430.930
1.000,0.000,1.000,0.000,1.000,0.000,102485.250,54.324,102485.250
0.000,0.000,1.000,0.000,1.000,0.000,102485.734,0.484,102485.734
1.000,0.000,1.000,0.000,1.000,0.000,102540.047,54.312,102540.047
0.000,0.000,1.000,0.000,1.000,0.000,102540.531,0.480,102540.531
1.000,0.000,1.000,0.000,1.000,0.000,102594.859,54.328,102594.859
0.000,0.000,1.000,0.000,1.000,0.000,102595.344,0.488,102595.344
1.000,0.000,1.000,0.000,1.000,0.000,102649.648,54.304,102649.648
0.000,0.000,1.000,0.000,1.000,0.000,102650.117,0.472,102650.117
1.000,0.000,1.000,0.000,1.000,0.000,102704.438,54.320,102704.438
0.000,0.000,1.000,0.000,1.000,0.000,102704.922,0.480,102704.922
1.000,0.000,1.000,0.000,1.000,0.000,102759.234,54.312,102759.234
0.000,0.000,1.000,0.000,1.000,0.000,102759.719,0.484,102759.719
1.000,0.000,1.000,0.000,1.000,0.000,102814.023,54.308,102814.023
0.000,0.000,1.000,0.000,1.000,0.000,102814.492,0.472,102814.492
1.000,0.000,1.000,0.000,1.000,0.000,102868.820,54.324,102868.820
0.000,0.000,1.000,0.000,1.000,0.000,102869.344,0.524,102869.344
1.000,0.000,1.000,0.000,1.000,0.000,102923.625,54.280,102923.625
0.000,0.000,1.000,0.000,1.000,0.000,102924.094,0.468,102924.094
1.000,0.000,1.000,0.000,1.000,0.000,102978.414,54.324,102978.414
0.000,0.000,1.000,0.000,1.000,0.000,102978.906,0.488,102978.906
1.000,0.000,1.000,0.000,1.000,0.000,103033.211,54.308,103033.211
0.000,0.000,1.000,0.000,1.000,0.000,103033.695,0.480,103033.695
1.000,0.000,1.000,0.000,1.000,0.000,103088.000,54.308,103088.000
0.000,0.000,1.000,0.000,1.000,0.000,103088.469,0.472,103088.469
1.000,0.000,1.000,0.000,1.000,0.000,103142.805,54.336,103142.805
0.000,0.000,1.000,0.000,1.000,0.000,103143.281,0.472,103143.281
1.000,0.000,1.000,0.000,1.000,0.000,103197.602,54.320,103197.602
0.000,0.000,1.000,0.000,1.000,0.000,103198.086,0.484,103198.086
1.000,0.000,1.000,0.000,1.000,0.000,103252.391,54.308,103252.391
0.000,0.000,1.000,0.000,1.000,0.000,103252.875,0.484,103252.875
1.000,0.000,1.000,0.000,1.000,0.000,103307.188,54.308,103307.188
0.000,0.000,1.000,0.000,1.000,0.000,103307.656,0.472,103307.656
1.000,0.000,1.000,0.000,1.000,0.000,103361.977,54.324,103361.977
0.000,0.000,1.000,0.000,1.000,0.000,103362.461,0.480,103362.461
1.000,0.000,1.000,0.000,1.000,0.000,103416.781,54.324,103416.781
0.000,0.000,1.000,0.000,1.000,0.000,103417.250,0.468,103417.250
1.000,0.000,1.000,0.000,1.000,0.000,103471.578,54.324,103471.578
0.000,0.000,1.000,0.000,1.000,0.000,103472.125,0.552,103472.125
1.000,0.000,1.000,0.000,1.000,0.000,103526.375,54.244,103526.375
0.000,0.000,1.000,0.000,1.000,0.000,103526.852,0.480,103526.852
1.000,0.000,1.000,0.000,1.000,0.000,103581.164,54.312,103581.164
0.000,0.000,1.000,0.000,1.000,0.000,103581.633,0.468,103581.633
1.000,0.000,1.000,0.000,1.000,0.000,103635.953,54.324,103635.953
0.000,0.000,1.000,0.000,1.000,0.000,103636.430,0.472,103636.430
1.000,0.000,1.000,0.000,1.000,0.000,103690.750,54.324,103690.750
0.000,0.000,1.000,0.000,1.000,0.000,103691.234,0.480,103691.234
1.000,0.000,1.000,0.000,1.000,0.000,103745.555,54.324,103745.555
0.000,0.000,1.000,0.000,1.000,0.000,103746.039,0.484,103746.039
1.000,0.000,1.000,0.000,1.000,0.000,103800.352,54.308,103800.352
0.000,0.000,1.000,0.000,1.000,0.000,103800.820,0.472,103800.820
1.000,0.000,1.000,0.000,1.000,0.000,103855.141,54.324,103855.141
0.000,0.000,1.000,0.000,1.000,0.000,103855.625,0.480,103855.625
1.000,0.000,1.000,0.000,1.000,0.000,103909.938,54.312,103909.938
0.000,0.000,1.000,0.000,1.000,0.000,103910.406,0.468,103910.406
1.000,0.000,1.000,0.000,1.000,0.000,103964.727,54.320,103964.727
0.000,0.000,1.000,0.000,1.000,0.000,103965.195,0.472,103965.195
1.000,0.000,1.000,0.000,1.000,0.000,104019.539,54.340,104019.539
0.000,0.000,1.000,0.000,1.000,0.000,104020.016,0.480,104020.016
1.000,0.000,1.000,0.000,1.000,0.000,104074.320,54.308,104074.320
0.000,0.000,1.000,0.000,1.000,0.000,104074.805,0.484,104074.805
1.000,0.000,1.000,0.000,1.000,0.000,104129.117,54.308,104129.117
0.000,0.000,1.000,0.000,1.000,0.000,104129.586,0.472,104129.586
1.000,0.000,1.000,0.000,1.000,0.000,104183.914,54.324,104183.914
0.000,0.000,1.000,0.000,1.000,0.000,104184.391,0.480,104184.391
1.000,0.000,1.000,0.000,1.000,0.000,104238.719,54.324,104238.719
0.000,0.000,1.000,0.000,1.000,0.000,104239.203,0.488,104239.203
0.000,0.000,0.000,0.000,0.000,0.000,104239.203,0.488,104239.203
0.000,0.000,0.000,0.000,0.000,0.000,104239.203,0.488,104239.203
0.000,0.000,0.000,0.000,0.000,0.000,104239.203,0.488,104239.203
0.000,0.000,0.000,0.000,0.000,0.000,104239.203,0.488,104239.203
0.000,0.000,0.000,0.000,0.000,0.000,104239.203,0.488,104239.203
0.000,0.000,0.000,0.000,0.000,0.000,104239.203,0.488,104239.203
0.000,0.000,0.000,0.000,0.000,0.000,104239.203,0.488,104239.203
0.000,0.000,0.000,0.000,0.000,0.000,104239.203,0.488,104239.203
0.000,0.000,0.000,0.000,0.000,0.000,104239.203,0.488,104239.203
0.000,0.000,0.000,0.000,0.000,0.000,104239.203,0.488,104239.203
0.000,0.000,0.000,0.000,0.000,0.000,104239.203,0.488,104239.203
0.000,0.000,0.000,0.000,0.000,0.000,104239.203,0.488,104239.203
0.000,0.000,0.000,0.000,0.000,0.000,104239.203,0.488,104239.203
0.000,0.000,0.000,0.000,0.000,0.000,104239.203,0.488,104239.203
0.000,0.000,0.000,0.000,0.000,0.000,104239.203,0.488,104239.203
0.000,0.000,0.000,0.000,0.000,0.000,104239.203,0.488,104239.203
0.000,0.000,0.000,0.000,0.000,0.000,104239.203,0.488,104239.203
0.000,0.000,0.000,0.000,0.000,0.000,104239.203,0.488,104239.203
0.000,0.000,0.000,0.000,0.000,0.000,104239.203,0.488,104239.203
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
0.000,0.000,0.000,0.000,0.000,0.000,0.000,-104239.203,0.000
MARK 003
MARK 004
